transaction_id,card_id,operation_date,operation_type,operation_ammount,operation_desc
376962f5-8ea0-45f1-9fa8-b4792ff84527,147,2026-02-14,input,5249.94,Depósito en efectivo
94ea441b-72d3-4af0-bd55-13b79b2f33db,194,2026-02-14,output,2033.05,Compra en línea Amazon
79430bab-11aa-4d66-9cc5-d631e1923bef,303,2026-02-14,input,11748.24,Reembolso de servicio
55945656-4b23-4d6b-9963-abe7fa6cad61,509,2026-02-14,output,736.35,Gasolina estación de servicio
61c1ab4a-73a2-4aaa-95a7-dfa95aa0e569,536,2026-02-14,input,14947.6,input por reclamación
1158cd0f-26af-4580-b468-31990cc07880,176,2026-02-15,output,3736.33,Pago de Netflix
3fb297a2-450e-47fa-9102-8f90d12c0ff1,511,2026-02-15,output,1377.71,Pago de internet
43efb126-5e95-4080-b7df-368d8fbb4fc9,187,2026-02-16,output,4096.13,Compra en ferretería
b49fb8a5-b9a1-4551-8d79-abef9fdef527,237,2026-02-16,output,215.6,Compra en electrónica
3fd8daee-0f71-4b24-bd61-7bed87e798ec,329,2026-02-16,output,3858.4,Compra en ferretería
ac70d42d-20f2-48f8-a8a1-341b0657a712,379,2026-02-16,output,3367.46,Pago de telefonía móvil
4e7987ab-498a-4acd-9983-84992418ac32,463,2026-02-16,output,964.14,Compra en línea Amazon
fc549ace-8e34-4276-8dfc-fe5c36988e9d,515,2026-02-16,output,4325.99,Pago de servicios públicos
6ea6dabb-d42b-4a66-8390-7bc8bc7afb4d,579,2026-02-16,output,4968.51,Compra en electrónica
770e4f7e-a934-4553-be69-f5237426f5f8,240,2026-02-17,output,4139.66,Pago de internet
bd29c7fd-b39f-4ace-bce3-1249222dd9cd,301,2026-02-17,input,14162.38,Reembolso de servicio
92ee1014-df92-4b39-873d-6b472c85fc42,542,2026-02-17,output,848.41,Compra en tienda departamental
a9d1dff6-038d-41a9-a049-ba46b4455737,164,2026-02-18,output,1511.07,Pago de Netflix
34600f01-1150-42a4-993e-f7c17aee7a1e,203,2026-02-18,output,3795.19,Compra en Supermercado
36856dcb-d4af-4630-a365-e48c4df36897,240,2026-02-18,output,568.99,Compra en Supermercado
131fc8ba-2952-45a6-b604-d0fbe96ebf37,348,2026-02-18,output,1451.76,Compra en librería
9d0d1322-5786-4911-b449-6b517c8fe854,374,2026-02-18,output,3432.53,Compra en Uber
20512a74-8e79-4405-914f-29d3b3dc9be9,452,2026-02-18,output,2903.84,Compra en cafetería
066af184-586b-4466-9586-35bdf6775258,492,2026-02-18,output,3114.32,Compra en librería
20554416-3929-4549-8f31-6d0f30024f24,102,2026-02-19,output,3396.33,Gasolina estación de servicio
6381e2f8-0989-438a-b7dc-df2f4cb28417,250,2026-02-19,output,1456.74,Retiro en cajero ATM
dc4619c1-37e5-435f-bcaa-bd142e5c2e05,295,2026-02-19,output,3337.2,Compra en electrónica
1f5832c5-ce37-4f69-9645-4c1b82dd17ed,337,2026-02-19,output,1785.68,Pago de telefonía móvil
c1b2f47a-8906-478b-b16d-256b133643c0,370,2026-02-19,output,1420.32,Retiro en cajero ATM
71b99ba1-d174-4f12-8a6a-d0a687c845ec,569,2026-02-19,output,2340.11,Suscripción de software
751255e3-6dbb-40f7-a001-c999dff99986,101,2026-02-20,input,14822.74,input por reclamación
c69eb760-9427-435c-8cdd-bb2d6040d139,209,2026-02-20,input,7603.14,Transferencia entre cuentas
e92cdfe3-8d5a-4bd5-9b51-92d54333501a,245,2026-02-20,output,4306.96,Pago de Spotify
b7a42b36-c4d7-41ae-ab20-1433368870df,267,2026-02-20,input,6971.49,Transferencia entre cuentas
bd601681-0fb0-4930-a40b-4d14d9c5e326,430,2026-02-20,output,1520.29,Pago de internet
3281837e-d8bd-45ec-9a63-0573403de012,498,2026-02-20,output,2406.14,Pago en restaurante
a2f9579c-c0da-4308-8055-fb1c89737f9d,540,2026-02-20,output,1716.57,Compra en electrónica
b7676264-24fb-4456-a230-11525be623bc,562,2026-02-20,input,14506.62,input por reclamación
fe8cc036-9822-4522-8bf8-e20f9a06a0d9,584,2026-02-20,output,775.06,Compra en librería
5add415c-356d-441a-be01-7c447b2d70b3,587,2026-02-20,input,7222.09,Depósito en efectivo
5eb336e0-d78e-4d0f-b149-d6daa7056fe6,447,2026-02-21,input,11169.98,Transferencia recibida
1b2c6234-2484-46c0-b674-34a49eca12f8,484,2026-02-21,output,4733.8,Compra en tienda departamental
612f23ce-f2f4-4058-811a-bc961895db96,519,2026-02-21,output,988.36,Pago de Spotify
dfe7b243-4a57-4555-93e6-68ff34fc1a9f,200,2026-02-22,output,4956.04,Compra en farmacia
c88d19c6-a2fe-4b42-b8c2-d403147e6132,252,2026-02-22,input,7881.21,Transferencia recibida
5f8d279a-a679-44c4-8013-e3e9245028dd,258,2026-02-22,output,2165.99,Pago de internet
e2f34119-62a0-4712-9511-91f87b84868e,339,2026-02-22,output,3011.71,Pago de Spotify
21133bf4-0ba2-4d5b-9f73-310961dcf20e,445,2026-02-22,input,8942.86,Pago de mensualidad
82f17618-c060-4ed9-944e-bfc4a2ef6530,503,2026-02-22,output,3375.92,Compra en línea Amazon
0887681d-6cae-4028-9b80-75e554ccaa4e,509,2026-02-22,output,4390.96,Compra en tienda departamental
251e8eb3-5ecd-4532-a3e7-694a5c62f15d,562,2026-02-22,input,14674.44,input por reclamación
3809c984-a64a-4cc9-8491-3f58939c7c90,335,2026-02-23,output,2071.61,Pago de gimnasio
8ee684ce-0613-4523-9ac8-8da192c43410,392,2026-02-23,input,3552.94,Bonificación bancaria
b1d9fba0-15c4-4fe7-b329-5a6c9db46364,438,2026-02-23,input,13942.55,Devolución de compra
a5f466df-33db-4a0b-87e0-c46362455dd0,517,2026-02-23,output,2468.98,Compra en electrónica
13e5de81-b071-46ca-b374-edad1eb270ca,536,2026-02-23,input,676.07,Bonificación bancaria
c6188e3e-2459-4e6a-92a5-1d1b7c9c245a,564,2026-02-23,output,3646.03,Compra en farmacia
e7021086-2dff-47ec-8557-a307464e2abd,595,2026-02-23,input,10956.93,Pago de mensualidad
e46fca79-1db2-4d72-9dd4-00ba1cefdcb2,200,2026-02-24,input,7943.34,Reembolso de servicio
ac733172-b5dd-468f-9857-d28fb759beee,200,2026-02-24,output,4446.28,Compra en electrónica
a4be4e7f-1349-4708-ae80-81bb6cb98447,360,2026-02-24,output,1968.63,Compra en electrónica
51f2f013-c58d-4ee7-99da-d4a2acca1c2a,382,2026-02-24,output,1486.85,Compra en electrónica
42ef7573-d552-4776-915f-a33031d4754b,417,2026-02-24,output,3253.56,Compra en cafetería
6df39aaf-31d6-409e-80aa-1dd29e0375fc,462,2026-02-24,output,4308.74,Pago de telefonía móvil
6f769eba-67e0-4c09-9c59-dc3445369b60,468,2026-02-24,output,308.53,Compra en farmacia
b07f7e52-44f7-42f8-8645-4df05fe5ff38,555,2026-02-24,output,1276.45,Compra en electrónica
8cdb083f-0ba8-4e74-a595-2e46bd9a424a,594,2026-02-24,output,4009.19,Pago de internet
4da8af92-7417-4883-854b-be81eebcc9f5,184,2026-02-25,output,4289.42,Pago en restaurante
15e260d8-9e1e-4c73-816e-d594e2f5d04c,305,2026-02-25,output,830.02,Compra en farmacia
87342ecc-6e14-4797-b1f7-ed3278753181,547,2026-02-25,output,3569.41,Compra en ferretería
2368f72e-98be-46f2-8d54-68d00dcd9754,547,2026-02-25,output,3646.63,Compra en ferretería
2a5fa42b-20b0-47b7-859a-cb5919c79cbd,110,2026-02-26,output,4345.86,Pago de Netflix
7c72fa09-d500-4b79-a0a2-401f66a2b2a1,112,2026-02-26,output,4494.36,Pago de gimnasio
b8e44cef-58a8-4b25-bdb1-1b2cb9575644,124,2026-02-26,output,1759.72,Pago de internet
52a080aa-590e-4f64-a2dc-d15154455b64,185,2026-02-26,input,1537.4,Depósito en efectivo
346a9821-efb0-4a69-9390-c9f438835f0c,192,2026-02-26,output,1856.97,Pago de servicios públicos
5e845044-a6bb-4b29-b8e5-578c69f70c52,419,2026-02-26,input,3976.04,Bonificación bancaria
b71bac0d-1f99-44ef-9315-d54860957064,543,2026-02-26,output,2814.37,Compra en cafetería
9e73e55b-2feb-4998-97a5-12c79ff793c8,560,2026-02-26,input,7945.43,Depósito en efectivo
40bec1c6-b624-4749-a23a-82dbef2f2724,596,2026-02-26,input,12189.03,Pago recibido de cliente
b2e4ac6f-88c3-4643-88d6-d4fae54c2f6a,126,2026-02-27,output,693.13,Pago de internet
ec8acf33-548b-40e0-bef5-d7b35ce1f867,596,2026-02-27,output,1604.51,Compra en ferretería
6c17450d-0b30-4e90-8a54-5bb382d4a9e7,598,2026-02-27,input,5567.26,Pago de nómina
7b10dadf-c200-4811-9973-cfb238c16001,183,2026-02-28,output,488.85,Compra en electrónica
03222aee-8c85-4d11-8f76-cab3a79b4e40,195,2026-02-28,input,7715.79,Devolución de compra
dd10a3ca-389a-4284-8b7b-2e38722d6c97,535,2026-02-28,input,9652.41,Transferencia entre cuentas
c6c32072-132d-47e2-a505-2b2c22aa1590,599,2026-02-28,output,3274.29,Pago de Netflix
415123b4-bbb6-437e-b3e5-f2baf1400a00,343,2026-02-29,output,4304.39,Compra en farmacia
91aa2cfc-3b22-4bfb-a186-f8653bd6a90b,404,2026-02-29,output,4250.62,Pago de servicios públicos
397439ef-67ef-4811-9cb5-ec2695b7d225,457,2026-02-29,output,1424.41,Pago en restaurante
d9d4d971-1491-4828-8e25-4bdb6af71701,228,2026-02-30,output,4217.18,Pago de gimnasio
1aad4ecd-a62b-45f7-94f3-a0c72890f0cc,238,2026-02-30,output,491.41,Pago de telefonía móvil
3c4babfc-8344-4ed2-bc04-b3295821feb8,243,2026-02-30,input,3078.39,Depósito en efectivo
8d000510-0d00-4389-b32a-31d4da319196,244,2026-02-30,input,5447.26,Pago de mensualidad
f72f90ac-d417-4ba7-b0c1-0a098ed3b2f6,269,2026-02-30,output,2444.24,Compra en panadería
209a5c76-4a27-4ab8-ba70-0e2ed3f4aa17,288,2026-02-30,output,2133.88,Gasolina estación de servicio
7e954050-9fc3-42ed-bdfb-4230d1390c57,538,2026-02-30,output,2227.94,Pago de internet
3ae0ce16-b60e-42df-b4eb-4b22dd1e6327,567,2026-02-30,output,1178.1,Compra en ferretería
77db6466-a0e4-4316-bd17-c112db810626,151,2026-01-01,output,1424.39,Pago de Netflix
6e745829-ca28-4bb2-be19-c423aa917e70,308,2026-01-01,input,8531.15,Pago de mensualidad
4415ae8a-1148-4aca-9b76-ee6746b8efdc,311,2026-01-01,output,4917.97,Compra en librería
c48868cf-9ba7-4ff7-abb3-9a83d123bf11,319,2026-01-01,input,5616.37,Pago de nómina
8e28d9bd-ca2a-4e77-aa14-e3ed6c03470b,357,2026-01-01,input,13100.5,Pago recibido de cliente
757ad218-066c-444a-914b-449350476928,409,2026-01-01,output,753,Pago de Netflix
19003b64-ec7b-44c7-9ea2-bb044bf43a57,474,2026-01-01,output,4570.3,Compra en farmacia
fc93b3ad-7bd8-4333-aa4f-da241ec8533c,144,2026-01-02,output,1140.18,Compra en tienda departamental
2d1b247d-4146-4353-907d-5e71a63b7212,223,2026-01-02,input,14746.48,Bonificación bancaria
f106fcf7-7fd4-45d8-ab6c-d5787c0a6454,246,2026-01-02,output,4410.3,Compra en ferretería
30f72a5b-e945-485f-8dce-2293a42ffbc4,273,2026-01-02,input,2959.82,Transferencia recibida
527a6943-71f5-41d9-8892-4f2173466056,302,2026-01-02,output,4141.09,Compra en línea Amazon
aa5827f4-cb8e-498b-8955-f127046ee647,396,2026-01-02,output,1662.2,Compra en panadería
aa8a8600-514d-4302-9d74-5aa46e632636,440,2026-01-02,input,12304.03,Bonificación bancaria
3ec105d1-2919-4898-8059-52f5718e0437,548,2026-01-02,output,794.26,Gasolina estación de servicio
6123c869-8184-4f13-9af7-38fdd1872cb0,159,2026-01-03,input,2298.49,Transferencia recibida
656e00ef-0489-4592-be99-46ee11c71f9f,162,2026-01-03,input,1073.5,Transferencia entre cuentas
8cc9f553-0c43-4330-bb68-12ee3df7c693,219,2026-01-03,output,3737.8,Pago de internet
4cd57b80-64c5-44b9-a7f0-a5fae8c11689,252,2026-01-03,input,4681.49,input por reclamación
b1e30e3b-8624-40ad-8f95-79ca98854fa0,342,2026-01-03,output,4475.55,Compra en farmacia
05d56f43-2002-49be-b378-15610faaa566,366,2026-01-03,output,4168.9,Pago de Netflix
5e62282c-2bef-4e58-842e-2ba51420d4b8,392,2026-01-03,output,3685.34,Compra en ferretería
03c62436-ef45-44a7-83dc-bbd95be9b151,463,2026-01-03,output,1198.6,Compra en ferretería
89db1c5d-7641-4aba-9f25-6e3b9ef93636,483,2026-01-03,output,1661.65,Compra en cafetería
b2622eea-8fe9-4efc-ab05-e29fd8cb344d,573,2026-01-03,output,4786.1,Retiro en cajero ATM
77e35590-fe7b-4448-accf-b4acdf0e24be,109,2026-01-04,output,3331.12,Pago de servicios públicos
655dfc35-bb76-4415-8066-68aadfa6245b,201,2026-01-04,output,2357.93,Compra en tienda departamental
746e4706-1975-434d-9122-c8a6fe30d14d,326,2026-01-04,output,2241.78,Compra en cafetería
05082272-f144-479f-aafb-59226cc4f506,428,2026-01-04,output,3301.21,Pago de internet
110ed9bb-1e1b-4e6e-abf3-7a2baf0970c4,500,2026-01-04,output,3171.4,Compra en línea Amazon
c94bf5b2-feca-4d28-b251-f340de407d0a,534,2026-01-04,output,2029.98,Compra en farmacia
c58d603e-e758-4a13-bfa1-4d32a64ec5d8,146,2026-01-05,input,14618.54,Devolución de compra
518cc29e-c3e7-40ba-8a03-8a3c47859b87,217,2026-01-05,output,393.41,Compra en panadería
c0a277e5-1353-4dfc-80f3-a71e1f89a36e,361,2026-01-05,output,3211.79,Compra en tienda departamental
de1d5b9e-6381-4363-96e4-aca8a66da7a2,380,2026-01-05,output,2047.87,Compra en línea Amazon
c40dfa93-7887-4a06-a9fe-807b78060f1e,422,2026-01-05,output,669.21,Compra en farmacia
4663dc9b-643f-45bc-b031-07e0fb7a1b0e,590,2026-01-05,output,700.84,Compra en línea Amazon
292959b4-edea-4269-ab75-a3372f0c2b2a,147,2026-01-06,output,4241.48,Compra en panadería
e48c8c16-9944-4c21-8a6c-4e54874571e1,363,2026-01-06,output,652.64,Pago de servicios públicos
1a024e5f-378a-46a9-bcd7-25f9fee0b444,477,2026-01-06,output,2513.3,Compra en panadería
2204552a-dfad-4bce-b0c7-7c30117698bd,531,2026-01-06,output,103.07,Compra en electrónica
e6d4fe70-f4c6-4886-8a76-69a27de5cae8,110,2026-01-07,output,1026.54,Gasolina estación de servicio
152a0bbc-42c8-442c-add7-d9a99da1e7c0,116,2026-01-07,output,610.67,Pago de servicios públicos
53ef1e9a-96da-4019-b5ca-d1b26b6bc2ef,134,2026-01-07,output,857.19,Compra en cafetería
379144e9-7829-4b49-9f95-8e3e0fa8bc68,154,2026-01-07,output,2248.61,Suscripción de software
166cd82a-eb66-4a26-adf1-3d83001f4254,441,2026-01-07,input,8175.18,Pago de nómina
b6969ce6-2887-4638-aedc-9ce4205d52cc,203,2026-01-08,input,634.86,Pago recibido de cliente
b8ce5ca1-c18b-4ae0-82c5-b8338a3d00d2,249,2026-01-08,output,4641.9,Compra en Supermercado
dd3746f7-2282-43f6-9340-252d163fbbc3,383,2026-01-08,output,4833.74,Pago de telefonía móvil
58814ddb-d32a-4b03-9d5f-3934613482d1,526,2026-01-08,output,4783.63,Pago en restaurante
baf0b3a4-7b9f-42dd-8721-1e24e6b84b3e,106,2026-01-09,output,4035.34,Pago de Spotify
3eaa6d9e-fa5d-4151-9bb1-b01efa410675,342,2026-01-09,input,4573.05,Devolución de compra
c057c6ce-04da-4969-8bee-f782a6def22d,416,2026-01-09,output,1314.74,Pago de internet
84ad6371-cc2b-47d9-b209-05ac8fab178b,510,2026-01-09,output,3060.64,Compra en tienda departamental
4e425770-3ec5-48b1-abe1-f0e03d782f72,517,2026-01-09,output,1282.95,Retiro en cajero ATM
cfb5067f-5a73-427f-b28d-d4050701357c,578,2026-01-09,output,2997.86,Compra en cafetería
b82e1728-8601-4035-b56d-b68842842158,169,2026-01-10,output,3369.93,Retiro en cajero ATM
ce13b98e-ce10-499a-8493-43861cfcb82b,355,2026-01-10,output,1272.48,Pago en restaurante
5cc3300d-255a-4ad4-8019-950f502a68a4,502,2026-01-10,output,3033.97,Pago de internet
768f05e2-991d-4c39-a58d-16416f496606,570,2026-01-10,input,9621.53,Bonificación bancaria
e7774f87-d96d-4a41-b209-4c51a65ac491,228,2026-01-11,output,3788.66,Compra en farmacia
59b63992-1d7b-4817-8f1e-aab096871395,243,2026-01-11,output,1991.97,Compra en farmacia
735c24c3-173e-41e2-927a-4ae7d24ff42a,341,2026-01-11,input,668.51,Bonificación bancaria
598fdccc-1ccf-47bb-a506-f414f631ac5f,152,2026-01-12,output,3116.41,Retiro en cajero ATM
bd7b600a-e0f3-4da3-b100-bc78d2c4aec7,197,2026-01-12,output,167.04,Suscripción de software
48033b1c-8522-4c77-86c6-64166bc7f0a0,338,2026-01-12,input,8318.67,Depósito en efectivo
de6a059d-0ef4-464c-a774-198a263a451f,361,2026-01-12,output,4259.94,Pago de servicios públicos
6bb50d82-baca-487b-9642-46aa5428ac68,446,2026-01-12,input,13470.6,Devolución de compra
4eeb19d3-de4e-4e92-9bbb-a174ff4df435,486,2026-01-12,output,4692.64,Compra en Uber
aa0edeb3-721e-49cc-8fdd-794a6f8a1fe3,517,2026-01-12,output,212.08,Pago de servicios públicos
78fcdbaa-13fc-44dc-befa-47b08c5338bf,526,2026-01-12,output,1452.37,Suscripción de software
997b8cc1-01e2-405c-a84f-b68bd4b7ca16,527,2026-01-12,output,119.32,Compra en librería
40e0ef21-db10-4f1e-aef8-420967e14a9d,587,2026-01-12,input,746.92,Depósito en efectivo
68ee1611-8d75-49c2-9b11-fc408bb5df79,121,2026-01-13,output,1038.54,Compra en ferretería
4c658959-e115-4654-b8ed-ff3302ab0b57,123,2026-01-13,output,4504.06,Compra en cafetería
c053b303-6401-49bf-9b6e-489122e54247,168,2026-01-13,output,2517.45,Pago en restaurante
c7cad73c-e4bf-4c45-b578-b25603b7e839,202,2026-01-13,output,640.53,Compra en panadería
43b00436-0f9d-4c6b-8c0f-a70502962e0a,112,2026-01-14,output,1774.62,Compra en cafetería
152e2970-f081-4660-a472-e973a757c4b7,383,2026-01-14,output,4188.92,Pago de Netflix
0c200bf1-9727-4c52-aa30-3c095e7c3515,447,2026-01-14,input,12322.92,Transferencia entre cuentas
839f1c8f-feda-4d85-b9bd-1fbd7e0713df,531,2026-01-14,output,846.64,Pago de internet
3507c4a4-d881-414e-96a0-667d8fb78cf3,587,2026-01-14,input,3864.67,input por reclamación
271cd83f-3780-49c6-bc3f-0519da19e42d,592,2026-01-14,output,2917.69,Compra en línea Amazon
619ce56d-0b2b-47b8-a2bb-9cefa66105ac,179,2026-01-15,output,13.63,Pago en restaurante
e5c0b078-fb04-4386-848d-81f3ec587627,211,2026-01-15,output,3049.39,Compra en tienda departamental
56b5bd3d-282f-4b54-bfa4-c8bdfea4292d,284,2026-01-15,output,2593.52,Compra en cafetería
d4ab26bc-05fc-49ad-b681-e419dc33fe81,322,2026-01-15,input,2118.87,Bonificación bancaria
e4523f76-d8fb-4370-bb27-02c36c56206e,349,2026-01-15,output,3092.69,Pago de telefonía móvil
99731f01-b231-4028-b44a-b5c6830c96b5,484,2026-01-15,output,1003.7,Compra en panadería
6141c654-6930-4edc-b709-937fa9dd1723,148,2026-01-16,output,3594.62,Retiro en cajero ATM
fe15c52f-1205-45cb-8551-da98c88bff14,202,2026-01-16,output,763.39,Suscripción de software
80a4efd9-0e9e-46d8-94a8-8b100d1e543d,231,2026-01-16,output,4747.2,Pago de gimnasio
cec1990c-79c5-4446-a50b-0a4fee58c30f,265,2026-01-16,input,5034.44,Depósito en efectivo
4dc8d4fe-95da-48f1-af28-b9797e75316e,296,2026-01-16,input,8085.36,Depósito en efectivo
076199b4-28a2-40a0-a323-12a2c1f5ccce,443,2026-01-16,output,4836.26,Suscripción de software
f18cbe27-f80e-4e9d-9e72-789e664e895c,449,2026-01-16,output,4238.27,Compra en cafetería
19531045-967d-4cc7-812d-a64f731a36e0,456,2026-01-16,output,22.87,Gasolina estación de servicio
ddfe5890-74b1-493e-86f1-783b158dc323,244,2026-01-17,output,2069.76,Pago de Netflix
aab41c37-5f4b-4e19-a030-a24888589295,276,2026-01-17,output,762.4,Compra en farmacia
826f1c8c-7c3a-41aa-8d3e-b72509a13f4c,415,2026-01-17,input,8104.87,Devolución de compra
a7a3f154-512e-406a-8a93-12a902c262f5,428,2026-01-17,output,4896.87,Compra en ferretería
6d38feab-1010-40e0-ac37-0f1a6d9564dc,432,2026-01-17,output,3437.18,Compra en línea Amazon
e160c6b7-f409-4c85-9b04-d7ebd99448e7,478,2026-01-17,output,3382.43,Pago de telefonía móvil
0fa88527-1edf-41b7-b915-d1e854e4b594,263,2026-01-18,output,3066.66,Compra en librería
2a762234-baf0-4819-b63a-c737491146c4,295,2026-01-18,output,1401.87,Compra en electrónica
b268dd85-7227-4d3c-883e-7febb4491e7a,359,2026-01-18,input,8923.94,Depósito en efectivo
670ac166-09c2-4b97-a88b-8bdd4c4a068d,553,2026-01-18,output,973.8,Retiro en cajero ATM
572feeed-1065-4ff3-b1a7-d1aadf308018,113,2026-01-19,input,3486.13,Depósito en efectivo
0f96bd2a-1eff-437c-9733-e42d5b7d4dd7,135,2026-01-19,output,3932.54,Compra en cafetería
eff7f114-3f76-45ae-8bb0-7666df72c8cf,176,2026-01-19,output,4802.38,Pago de gimnasio
dc5ed1d8-dd82-49d8-8b45-9a5c2c9d212d,359,2026-01-19,input,3431.98,Depósito en efectivo
a3f83d6d-799f-4a32-8fee-6047553f5aff,499,2026-01-19,input,10114.18,Transferencia entre cuentas
557c0af5-baa3-488f-9d4e-7ac4d3d95804,499,2026-01-19,output,2109.31,Retiro en cajero ATM
bea5a270-b4a1-4751-8081-2ba3af98288b,128,2026-01-20,output,327.06,Pago de servicios públicos
808d7a6b-8203-44c4-b116-eff131b5281b,193,2026-01-20,output,121.32,Compra en panadería
32911044-cd93-4716-8581-b1b24ab9ff8f,262,2026-01-20,output,1878.58,Compra en Supermercado
3acae7e1-791e-46dd-b24d-5c9834b5cd62,349,2026-01-20,output,4229.77,Pago de Spotify
7b8586d5-76b4-4cdc-8928-c176f3072048,392,2026-01-20,input,3953.34,Transferencia recibida
3fdd8598-9547-4d88-baa8-51f08aa32421,522,2026-01-20,output,4556.94,Pago de servicios públicos
142b55e0-0fd1-4dbb-811f-96b1159573cc,562,2026-01-20,output,2506.02,Pago de gimnasio
7703161b-b70d-43e9-8b70-c788e92d6026,591,2026-01-20,output,4609.73,Pago de telefonía móvil
7de006e5-12da-4f85-bde0-563f0b8c5771,139,2026-01-21,input,6440.56,Reembolso de servicio
fea70a6e-7ce6-417e-972d-065d274f8148,150,2026-01-21,output,4539.9,Pago de telefonía móvil
dd9bfff9-6bc9-4331-a199-f44e3f63a311,404,2026-01-21,output,4950.29,Pago de Netflix
10544b78-3fbc-4776-86cb-d03dff997f2f,440,2026-01-21,input,635.95,Devolución de compra
8b2c5433-5ca7-4302-b0a2-4e39e76e7676,517,2026-01-21,output,2761.5,Pago de Spotify
6ddef78b-1809-4fc7-a370-3ebcfffc8782,191,2026-01-22,input,6062.99,Pago de nómina
aac35647-f4bc-4c49-a555-bfd6ed9ae731,246,2026-01-22,output,4646.42,Pago de gimnasio
e5adbbd6-7add-4656-8037-fe41072325b4,312,2026-01-22,output,1795.65,Pago de Spotify
d6598fb6-d7ca-4006-9920-62b50a9ed9d8,314,2026-01-22,output,2818.3,Pago de Spotify
78ff0b6b-3cce-4194-a991-91a1bbff3f64,526,2026-01-22,output,3420.13,Compra en cafetería
23bc2a5c-6e43-4d5f-afa4-bab4a9c525d8,576,2026-01-22,output,2973.11,Compra en cafetería
010c2963-c1de-410a-b736-8dfdbb5f571a,600,2026-01-22,input,3026.95,Pago de nómina
9bec4169-b032-4ee7-9548-1aa635913d12,126,2026-01-23,output,3211.41,Pago de gimnasio
dec2bb00-1140-48b1-b415-051bb1597843,442,2026-01-23,output,2460.81,Suscripción de software
b73e6bf8-fcc9-483b-a566-5d185d3e7723,453,2026-01-23,output,4703.4,Pago de servicios públicos
9becfac6-10ec-49e9-b5c0-33d4d6b0a129,251,2026-01-24,input,807.86,Transferencia recibida
53ee40d0-de58-427d-9be3-a28d473c8712,255,2026-01-24,output,708.39,Compra en línea Amazon
d28d4207-3473-42d8-a6a3-a400835b980c,361,2026-01-24,output,3315.18,Pago de servicios públicos
79573b1f-b872-4085-81c0-796e9d16cbd1,479,2026-01-24,output,2722.46,Pago de Netflix
21c1384f-c907-4e2a-baa2-d6107b7b30b4,553,2026-01-24,input,12292.03,Devolución de compra
7c8149a3-b99d-403e-9ac1-c94176dba48b,107,2026-01-25,input,10102.71,Reembolso de servicio
9e9c60c7-1d4c-4cf1-8ae1-465d6cfc3f7e,119,2026-01-25,output,1682.65,Pago de internet
9803df0d-6b82-4021-a521-aa78c01619a3,146,2026-01-25,output,611.27,Compra en línea Amazon
a7455dc9-2478-479a-8f9e-fb57368d8866,180,2026-01-25,input,9709.2,Transferencia entre cuentas
ad1403ea-fccd-492b-8d85-1e2c84d7cbc2,221,2026-01-25,input,4028.61,Transferencia entre cuentas
13782693-520a-449f-ba93-84a76ea508dc,335,2026-01-25,output,2516.1,Pago de Netflix
4f55cc24-89bd-47fd-8c7e-2054f4c17f0a,514,2026-01-25,output,2639.04,Pago en restaurante
f74fb1e9-b4e9-4abf-9e98-2f7ba4c9c1ad,599,2026-01-25,input,5322.37,Pago de nómina
4a5b1df0-633f-4b4e-8cd1-554a009563fa,120,2026-01-26,input,14502.85,Pago recibido de cliente
5bb346f9-7ccf-450f-9de0-b80a37d8b505,217,2026-01-26,output,3215.28,Compra en farmacia
72013621-156f-4b6f-8c7d-abd9cc9af4aa,225,2026-01-26,output,1893.98,Gasolina estación de servicio
e3e1e7a6-21c6-4831-a4ee-802a724281e4,271,2026-01-26,output,3943.18,Pago de servicios públicos
3a35be84-de88-4241-8a2f-3452adce542d,341,2026-01-26,output,3012.04,Compra en Supermercado
1ca375ae-ce52-49e1-b79f-06783184d372,403,2026-01-26,input,12712.08,Depósito en efectivo
2ae2b53f-7ce0-4a52-aba1-ddd642f77fd4,560,2026-01-26,output,298.21,Pago de telefonía móvil
550943f3-66f7-44d0-84fa-de90ab5895c2,221,2026-01-27,output,42.48,Compra en electrónica
c26a7b6b-705d-42d6-8a0f-e6268f12100b,373,2026-01-27,output,4372.73,Retiro en cajero ATM
bbba54ce-5886-45cc-a64d-6d756f2c0f39,413,2026-01-27,output,4871.84,Compra en tienda departamental
f91e1ac6-ad90-4ec9-a57a-9c4055caef84,515,2026-01-27,output,2657.62,Gasolina estación de servicio
da714624-616e-4dd5-b3ea-8bd4bb2205e5,554,2026-01-27,output,4476.94,Retiro en cajero ATM
b7cd3827-034d-42b3-a82c-dd4c26412520,571,2026-01-27,output,780.85,Gasolina estación de servicio
d3c7a662-2709-4d25-a89f-69fd791f0248,584,2026-01-27,output,1132.33,Compra en Supermercado
ee5bf99e-7408-438d-8edc-6f3fd0ea148b,594,2026-01-27,output,4613.73,Compra en librería
853d308b-f937-4cad-a7de-8d50a25ddec8,600,2026-01-27,output,3264.74,Compra en panadería
f8859464-1863-4bee-a75d-73db1cc7d3f7,103,2026-01-28,output,3645.16,Gasolina estación de servicio
4d0583ab-2911-4f31-8e77-6b82b9ca749a,208,2026-01-28,output,196.06,Suscripción de software
8686329b-d1fb-4907-a87c-0b671c03f3be,247,2026-01-28,output,2332.74,Pago de Spotify
7bfc969a-1918-4076-a927-7d9f62726206,258,2026-01-28,output,185.8,Compra en farmacia
